entry_id,thread_title,post_text_clean,post_text,post_timestamp,post_number_in_thread,post_id,post_link,post_user,post_user_badge,post_user_profile_image,post_user_link,post_reply_to_post_number,post_reply_to_post_link,post_reply_to_post_id
527,Brain Fog," I find Omega 3 oil helps a lot. I hate it but take it daily by the spoonful, yuk! but it works ","<p>I find Omega 3 oil helps a lot. I hate it but take it daily by the spoonful, yuk! but it works</p>",24 May  2019 at 1:10 pm,#19,409220,https://community.mssociety.org.uk/comment/409220#comment-409220,ally,,,https://community.mssociety.org.uk/users/ally,(Reply to #18),https://community.mssociety.org.uk/forums/everyday-living/brain-fog-0#comment-339197,339197
528,Brain Fog," hi anthony  lou's commentmade meremember a conversation i had with my younger sister.  i tried to explain how ms has made me lose my memory  she said she has the same problem and she doesn't have ms.  so i suggested that it was our advancing age to blame and we could end up in a home for the bewildered.  she said that she wouldn't remember why she was there.  we both got giddy and planned to have adjoining rooms in the home for the bewildered.  so as long as you can have attacks of the sillies, no problem.  carole x ","<p>hi anthony</p><p>lou's commentmade meremember a conversation i had with my younger sister.</p><p>i tried to explain how ms has made me lose my memory</p><p>she said she has the same problem and she doesn't have ms.</p><p>so i suggested that it was our advancing age to blame and we could end up in a home for the bewildered.</p><p>she said that she wouldn't remember why she was there.</p><p>we both got giddy and planned to have adjoining rooms in the home for the bewildered.</p><p>so as long as you can have attacks of the sillies, no problem.</p><p>carole x</p>",18 Oct  2016 at 10:29 am,#20,339199,https://community.mssociety.org.uk/comment/339199#comment-339199,catwomancarole58,,,https://community.mssociety.org.uk/users/catwomancarole58,,,
529,Brain Fog," Carole  If I were you, I wouldn't tell him which home - you might find yourself in adjoining rooms with both your sister and Mr Durer!  Sue ","<p>Carole</p><p>If I were you, I wouldn't tell him which home - you might find yourself in adjoining rooms with both your sister and Mr Durer!</p><p>Sue</p>",18 Oct  2016 at 12:38 pm,#21,339210,https://community.mssociety.org.uk/comment/339210#comment-339210,ssssue,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/BBB33DA7-455D-45D1-800C-F9EA370F1898.jpeg?itok=9lWBVy7l"">",https://community.mssociety.org.uk/users/ssssue,(Reply to #20),https://community.mssociety.org.uk/forums/everyday-living/brain-fog-0#comment-339199,339199
530,Brain Fog, That would be an Attack of the Sillies to remember! ,<p>That would be an Attack of the Sillies to remember!</p>,18 Oct  2016 at 4:01 pm,#22,339225,https://community.mssociety.org.uk/comment/339225#comment-339225,albrecht-durer,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/imagesF2HP3TKP.jpg?itok=zChu0dxm"">",https://community.mssociety.org.uk/users/albrecht-durer,(Reply to #21),https://community.mssociety.org.uk/forums/everyday-living/brain-fog-0#comment-339210,339210
531,Brain Fog," Hi Carole,  Thank you for your contribution to this thread. Do you have any particular home in mind.  Albie. ","<p>Hi Carole,</p><p>Thank you for your contribution to this thread. Do you have any particular home in mind.</p><p>Albie.</p>",18 Oct  2016 at 10:45 am,#23,339203,https://community.mssociety.org.uk/comment/339203#comment-339203,albrecht-durer,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/imagesF2HP3TKP.jpg?itok=zChu0dxm"">",https://community.mssociety.org.uk/users/albrecht-durer,,,
532,What's the oldest person you know with ms?, when i was visiting my friend in the hospice i got chatting to the lady on reception. she was 68 and had had ms for 40 years. she didnt look as though anything was wrong with her. she was very active and chatty.  and then theres me 54 and feeling 74!!!  i really dont think any of us can tell how we'll be later in life.  just enjoy the present    carole x   ,<p>when i was visiting my friend in the hospice i got chatting to the lady on reception. she was 68 and had had ms for 40 years. she didnt look as though anything was wrong with her. she was very active and chatty.</p><p>and then theres me 54 and feeling 74!!!</p><p>i really dont think any of us can tell how we'll be later in life.</p><p>just enjoy the present</p><p></p><p>carole x</p><p></p>,16 Jan  2013 at 6:31 pm,#5,183891,https://community.mssociety.org.uk/comment/183891#comment-183891,,,,,,,
533,What's the oldest person you know with ms?," I'm 27 and been dx since april, i have had theese what if thoughts too. My uncle has ms too he is in his late 50's you couldn't tell he has ms. Don't let the worst case rule your life. We dont know the future, so enjoy the present. ","<p>I'm 27 and been dx since april, i have had theese what if thoughts too. My uncle has ms too he is in his late 50's you couldn't tell he has ms. Don't let the worst case rule your life. We dont know the future, so enjoy the present.</p>",16 Jan  2013 at 7:27 pm,#6,183902,https://community.mssociety.org.uk/comment/183902#comment-183902,,,,,,,
534,What's the oldest person you know with ms?,"  We have a chap in our MS branch who is around 78. He has PPMS and has had it for over 30 years, up until recently he was walking but needs a wheelchair when he's out these days. He has a very nice wife who keeps him going and chivies him along. He has a very good sense of humour which I'm sure has helped. Up until a few years ago he and his wife had a small holding that they maintained and kept geese and ducks and supplied people with eggs. They sold up and moved into town now, after he had a hip replacement that he recovered from.    He is a truly inspirational person.    Wendy xx  ","<p><span>We have a chap in our MS branch who is around 78. He has PPMS and has had it for over 30 years, up until recently he was walking but needs a wheelchair when he's out these days. He has a very nice wife who keeps him going and chivies him along. He has a very good sense of humour which I'm sure has helped. Up until a few years ago he and his wife had a small holding that they maintained and kept geese and ducks and supplied people with eggs. They sold up and moved into town now, after he had a hip replacement that he recovered from.</span></p><p><span>He is a truly inspirational person.</span></p><p><font>Wendy xx</font></p>",16 Jan  2013 at 8:20 pm,#7,183906,https://community.mssociety.org.uk/comment/183906#comment-183906,corkie,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/Catlover123.jpg?itok=Zc0AAxPe"">",https://community.mssociety.org.uk/users/corkie,,,
535,What's the oldest person you know with ms?," Hello Anonymous,I think you'd be better looking at close family to get a very rough idea of lifespan.There is a theory that your lifespan is dependant on your Grandparents.If your family live to 70+, there is no real reason why you shouldn't, with the advances in medical treatment.    If there are medical issues in the family MS might mean you are not as able to fight through prolonged periods of poorliness quite as well. You're nowt but a kid,not diagnosed,so I reckon you should have an eye on the horizon, but get on with living and see what happens.    The average age of death of my grandparents is 89,so 40 years of fun to look forwards to.    Wb ","<p>Hello Anonymous,I think you'd be better looking at close family to get a very rough idea of lifespan.There is a theory that your lifespan is dependant on your Grandparents.If your family live to 70+, there is no real reason why you shouldn't, with the advances in medical treatment.</p><p></p><p>If there are medical issues in the family MS might mean you are not as able to fight through prolonged periods of poorliness quite as well. You're nowt but a kid,not diagnosed,so I reckon you should have an eye on the horizon, but get on with living and see what happens.</p><p></p><p>The average age of death of my grandparents is 89,so 40 years of fun to look forwards to.</p><p></p><p>Wb</p>",16 Jan  2013 at 10:04 pm,#8,183924,https://community.mssociety.org.uk/comment/183924#comment-183924,,,,,,,
536,My last post, Happy New Year Terry and allI hope 2020 is kind to everyone.  Jan xx ,<p>Happy New Year Terry and allI hope 2020 is kind to everyone.</p><p>Jan xx</p>,01 Jan  2020 at 5:13 am,#10,418352,https://community.mssociety.org.uk/comment/418352#comment-418352,janhhh,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/image_96.jpg?itok=E2Ef5x3R"">",https://community.mssociety.org.uk/users/janhhh,,,
537,My last post," HAPPY NEW YEAR. I checked what happened 1920   http://www.thepeoplehistory.com/1920.html   I hope they find a cure for MS this year but not holding my breath, its too late for me damage done, but for future MS generations would be great.  xxxxx ","<p>HAPPY NEW YEAR. I checked what happened 1920</p><p><a href=""http://www.thepeoplehistory.com/1920.html"">http://www.thepeoplehistory.com/1920.html</a></p><p>I hope they find a cure for MS this year but not holding my breath, its too late for me damage done, but for future MS generations would be great.</p><p>xxxxx</p>",01 Jan  2020 at 5:27 am,#11,418356,https://community.mssociety.org.uk/comment/418356#comment-418356,crazy-chick,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/71oyIojGbdL._AC_SL1500_.jpg?itok=3W3AdBna"">",https://community.mssociety.org.uk/users/crazy-chick,,,
538,How quickly does PPMS progress?," Thanks again everyone for your comments, ideas and feedback. I really appreciate it. Happy 2020, everyone. ","<p>Thanks again everyone for your comments, ideas and feedback. I really appreciate it. Happy 2020, everyone.</p>",01 Jan  2020 at 11:18 am,#16,418364,https://community.mssociety.org.uk/comment/418364#comment-418364,,,,,,,
539,What to expect," Coldol,  I've been through the steroid treatment once recently, it did not happen overnight, but within a week or so, the numbness in my legs from the toes to the waist went and the pins and needles went. within two weeks I was on my feet better and able to drive again and walk with a stick.  hopefully you will feel an improvement soon,  good luck. ","<p>Coldol,</p><p>I've been through the steroid treatment once recently, it did not happen overnight, but within a week or so, the numbness in my legs from the toes to the waist went and the pins and needles went. within two weeks I was on my feet better and able to drive again and walk with a stick.</p><p>hopefully you will feel an improvement soon,</p><p>good luck.</p>",06 Jan  2020 at 3:25 pm,#12,418523,https://community.mssociety.org.uk/comment/418523#comment-418523,nicke,,,https://community.mssociety.org.uk/users/nicke,(Reply to #11),https://community.mssociety.org.uk/forums/new-diagnosis-and-diagnosis/what-expect#comment-418415,418415
540,Home assessment for PIP," Thanks for that Horsemad, I thought they would want to go around the whole house.  Probably just stay in the living room in that case. Ifmy son needs the toilet they will just have to wait for him to go up and down the stairs .  Jash       ","<p>Thanks for that Horsemad, I thought they would want to go around the whole house.</p><p>Probably just stay in the living room in that case. Ifmy son needs the toilet they will just have to wait for him to go up and down the stairs<img alt=""smiley"" height=""23"" src=""https://community.mssociety.org.uk/sites/all/libraries/ckeditor/plugins/smiley/images/regular_smile.png"" width=""23"">.</p><p>Jash</p><p></p><p></p><p></p>",23 Oct  2019 at 10:55 am,#7,416013,https://community.mssociety.org.uk/comment/416013#comment-416013,jash,,,https://community.mssociety.org.uk/users/jash,,,
541,Home assessment for PIP," Probably best that your son 'does' need the toilet while the assessor is there. I'm never a fan of exaggerating symptoms or problems, but demonstrating actual difficulties is another matter.  Sue ","<p>Probably best that your son 'does' need the toilet while the assessor is there. I'm never a fan of exaggerating symptoms or problems, but demonstrating actual difficulties is another matter.</p><p>Sue</p>",23 Oct  2019 at 12:34 pm,#8,416025,https://community.mssociety.org.uk/comment/416025#comment-416025,ssssue,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/BBB33DA7-455D-45D1-800C-F9EA370F1898.jpeg?itok=9lWBVy7l"">",https://community.mssociety.org.uk/users/ssssue,(Reply to #7),https://community.mssociety.org.uk/forums/caring-someone-ms/home-assessment-pip#comment-416013,416013
542,Home assessment for PIP," Hi Sue,  Your right about that, mind you he probably won't need to exaggerate at the moment. But he always say's it's bad enough with out exaggerating and anyway with his memory he would no doubt forget what he had exaggerated  ","<p>Hi Sue,</p><p>Your right about that, mind you he probably won't need to exaggerate at the moment. But he always say's it's bad enough with out exaggerating and anyway with his memory he would no doubt forget what he had exaggerated<img alt=""laugh"" height=""23"" src=""https://community.mssociety.org.uk/sites/all/libraries/ckeditor/plugins/smiley/images/teeth_smile.png"" width=""23""></p>",23 Oct  2019 at 1:25 pm,#9,416030,https://community.mssociety.org.uk/comment/416030#comment-416030,jash,,,https://community.mssociety.org.uk/users/jash,(Reply to #8),https://community.mssociety.org.uk/forums/caring-someone-ms/home-assessment-pip#comment-416025,416025
543,Home assessment for PIP," Update.  Assessment over, very relaxed meeting with a nice man took placein the living room.  He was very nice with my son and seemed to 'get it', the fatigue, the balance etc etc. It wasn't as traumatic as having to travel and wait around.  He said he didn't need to look around but he did nip to the bathroom before he went.  Just have to wait and see now   Thanks again Sue and Horsemadx     ","<p>Update.</p><p>Assessment over, very relaxed meeting with a nice man took placein the living room.</p><p>He was very nice with my son and seemed to 'get it', the fatigue, the balance etc etc. It wasn't as traumatic as having to travel and wait around.</p><p>He said he didn't need to look around but he did nip to the bathroom before he went.</p><p>Just have to wait and see now<img alt=""smiley"" height=""23"" src=""https://community.mssociety.org.uk/sites/all/libraries/ckeditor/plugins/smiley/images/regular_smile.png"" width=""23""></p><p>Thanks again Sue and Horsemadx</p><p></p><p></p>",24 Oct  2019 at 4:09 pm,#10,416089,https://community.mssociety.org.uk/comment/416089#comment-416089,jash,,,https://community.mssociety.org.uk/users/jash,,,
544,How it feels for me," Hi Sarah. I too agree with everything you say. I have ppms so every day is a bit crappy, just some more crappy than others. I sometimes get sick of people asking ""how is your leg?""..... firstly its getting worse because its progressive and secondly there are other things that affect me...fatigue, the hug, brain fog etc etc. I must be doing a good job of convincing everyone i am fine because they all think a dodgy right leg is my only problem ha ha. Karen ","<p>Hi Sarah. I too agree with everything you say. I have ppms so every day is a bit crappy, just some more crappy than others. I sometimes get sick of people asking ""how is your leg?""..... firstly its getting worse because its progressive and secondly there are other things that affect me...fatigue, the hug, brain fog etc etc. I must be doing a good job of convincing everyone i am fine because they all think a dodgy right leg is my only problem ha ha. Karen</p>",13 Nov  2019 at 4:10 pm,#5,416836,https://community.mssociety.org.uk/comment/416836#comment-416836,sugar-plump,,,https://community.mssociety.org.uk/users/sugar-plump,,,
545,How it feels for me," Thank you all so much for describing your feelings around this. I do not have MS, but you've helped me so much to hear these things and in turn, love better.  thank you ","<p>Thank you all so much for describing your feelings around this. I do not have MS, but you've helped me so much to hear these things and in turn, love better.</p><p>thank you</p>",20 Nov  2019 at 9:18 pm,#6,417102,https://community.mssociety.org.uk/comment/417102#comment-417102,rusty740,,,https://community.mssociety.org.uk/users/rusty740,,,
546,Help," I am not sure how this website works, but I feel as if I will feel better mentally if I let go of the distress built inside my brain. My father was diagnosed in 2012. His disease has progressed and now he barely has any balance while walking and is unable to jump in place or run. I have been in an immense amount of heartache and have become sort of desensitized by his up and down behavior. He is very aggressive one day and the next he expects our family to go on with our lives as if nothing ever occurred the night before. It is becoming very hard for me to deal with hence the fact that I am trying to understand that this is not his true character nor does he mean any malice. The way he reacts to things is violent sometimes and almost scary. Early this year we ran into a situation where I felt the need to get him help. He did well in the three days of staying in the facility.. But the disease is gruesome and almost harder on the family than the actual person battling it. I don't know who to talk to or what to say. For years I have been trying to paint the prettiest picture but it turns out that my heart is at the edge of the unknowing if i should take anything personal. I have become so used to the mistreatment and heartache. I wish that I could take it all away.  I love him so much but this is so hard. ","<p>I am not sure how this website works, but I feel as if I will feel better mentally if I let go of the distress built inside my brain. My father was diagnosed in 2012. His disease has progressed and now he barely has any balance while walking and is unable to jump in place or run. I have been in an immense amount of heartache and have become sort of desensitized by his up and down behavior. He is very aggressive one day and the next he expects our family to go on with our lives as if nothing ever occurred the night before. It is becoming very hard for me to deal with hence the fact that I am trying to understand that this is not his true character nor does he mean any malice. The way he reacts to things is violent sometimes and almost scary. Early this year we ran into a situation where I felt the need to get him help. He did well in the three days of staying in the facility.. But the disease is gruesome and almost harder on the family than the actual person battling it. I don't know who to talk to or what to say. For years I have been trying to paint the prettiest picture but it turns out that my heart is at the edge of the unknowing if i should take anything personal. I have become so used to the mistreatment and heartache. I wish that I could take it all away.</p><p>I love him so much but this is so hard.</p>",25 Nov  2019 at 2:04 am,#10,417235,https://community.mssociety.org.uk/comment/417235#comment-417235,,,,,,,
547,Help, Your post highlights the broader impact of significant illness. Each of us responds to awful circumstances in different ways. I think you need to ask for support. I can understand bursts of incandescent rage but I realise that I need to consciously manage my response so that I do not waste valuable energy and do not impact on others. Try to speak with a medical professional like GP or MS nurse if possible.  Good luck ,<p>Your post highlights the broader impact of significant illness. Each of us responds to awful circumstances in different ways. I think you need to ask for support. I can understand bursts of incandescent rage but I realise that I need to consciously manage my response so that I do not waste valuable energy and do not impact on others. Try to speak with a medical professional like GP or MS nurse if possible.</p><p>Good luck</p>,09 Dec  2019 at 10:21 pm,#11,417716,https://community.mssociety.org.uk/comment/417716#comment-417716,mogace,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/027e1.JPG?itok=uw6cKN9M"">",https://community.mssociety.org.uk/users/mogace,(Reply to #10),https://community.mssociety.org.uk/forums/caring-someone-ms/help-1#comment-417235,417235
548,He wants me to walk away, could it be that your partner is using his m.s. as an excuse for finishing the relationship? ,<p>could it be that your partner is using his m.s. as an excuse for finishing the relationship?</p>,18 Dec  2019 at 8:04 pm,#7,418026,https://community.mssociety.org.uk/comment/418026#comment-418026,cracowian,,,https://community.mssociety.org.uk/users/cracowian,,,
549,He wants me to walk away, No I don't think so. He's known of it for two years but only last week had more difficult news that it is primary progressive. ,<p>No I don't think so. He's known of it for two years but only last week had more difficult news that it is primary progressive.</p>,18 Dec  2019 at 10:39 pm,#8,418032,https://community.mssociety.org.uk/comment/418032#comment-418032,leandog,,,https://community.mssociety.org.uk/users/leandog,(Reply to #7),https://community.mssociety.org.uk/forums/everyday-living/he-wants-me-walk-away#comment-418026,418026
550,He wants me to walk away," Hi LD, actually primary progressive sounds scary doesnt it but in actual fact it is considered more slow progressive then RRMS.  I think its a stupi name to be honest. Its MS but affects mostly the spine where RRMS can affect the brain and the spine and has relapses and remissions.  I have been ill it started 2000. I am still on my feet and walking only just but i can do it.  I have friends who have RRMS who are not in the same good place i am in.  everyone with PPMShas it differently.  Although this type of MS is progressive, treatment can really make a difference to PPMS.  People with PPMS can have long periods of time when the symptoms dont worsen.   If youre living with PPMS, you can combine your medical care with self-management  improving your quality of life with a healthy lifestyle.  from this web site. https://overcomingms.org/about-multiple-sclerosis/types-ms/primary-progressive-ppms?gclid=CjwKCAiA3OzvBRBXEiwALNKDP2ecEFXWCfqeFJYcB3hy4Og0KfCYFC5xu9BXqOeHvq_ZY7Fb_7csMRoCu2oQAvD_BwE   Maybe get him to read it. There is treatment now for PPMS and he may be a candidate for it.  Its not all doom and gloom having PPMS, i had a period of steady symptoms, since hubby died though it kind of has done a slight nose dive, but i am trying to stop it by being more healthy in my choices.  I hope you sort it out i really do. what will be will be. xxxxxxxxxxxxxMERRY XMAS. xxx ","<p>Hi LD, actually primary progressive sounds scary doesnt it but in actual fact it is considered more slow progressive then RRMS.</p><p>I think its a stupi name to be honest. Its MS but affects mostly the spine where RRMS can affect the brain and the spine and has relapses and remissions.</p><p>I have been ill it started 2000. I am still on my feet and walking only just but i can do it.</p><p>I have friends who have RRMS who are not in the same good place i am in.</p><p>everyone with PPMShas it differently.</p><p>Although this type of MS is progressive, treatment can really make a difference to PPMS. <strong>People with PPMS can have long periods of time when the symptoms dont worsen.</strong></p><p>If youre living with PPMS, you can combine your medical care with self-management  improving your quality of life with a healthy lifestyle.</p><p>from this web site.<a href=""https://overcomingms.org/about-multiple-sclerosis/types-ms/primary-progressive-ppms?gclid=CjwKCAiA3OzvBRBXEiwALNKDP2ecEFXWCfqeFJYcB3hy4Og0KfCYFC5xu9BXqOeHvq_ZY7Fb_7csMRoCu2oQAvD_BwE"">https://overcomingms.org/about-multiple-sclerosis/types-ms/primary-progressive-ppms?gclid=CjwKCAiA3OzvBRBXEiwALNKDP2ecEFXWCfqeFJYcB3hy4Og0KfCYFC5xu9BXqOeHvq_ZY7Fb_7csMRoCu2oQAvD_BwE</a></p><p>Maybe get him to read it. There is treatment now for PPMS and he may be a candidate for it.</p><p>Its not all doom and gloom having PPMS, i had a period of steady symptoms, since hubby died though it kind of has done a slight nose dive, but i am trying to stop it by being more healthy in my choices.</p><p>I hope you sort it out i really do. what will be will be. xxxxxxxxxxxxxMERRY XMAS. xxx</p>",20 Dec  2019 at 6:00 am,#9,418064,https://community.mssociety.org.uk/comment/418064#comment-418064,crazy-chick,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/71oyIojGbdL._AC_SL1500_.jpg?itok=3W3AdBna"">",https://community.mssociety.org.uk/users/crazy-chick,(Reply to #8),https://community.mssociety.org.uk/forums/everyday-living/he-wants-me-walk-away#comment-418032,418032
551,He wants me to walk away," Hi leandog , that sounds like me I'm married with two sons   I love my wife very dearly but I dont want her to suffer because of my illness   I want her to live a happy life , and not have to look after me , she would be so upset knowing I feel this way but it's my journey in life and I love her enough to let her go   it will break my heart doing this   but she will better off in the long run   I fully understand your terrible situation I really do I truelly hope things work out for you both subzero ","<p>Hi leandog , that sounds like me I'm married with two sons   I love my wife very dearly but I dont want her to suffer because of my illness   I want her to live a happy life , and not have to look after me , she would be so upset knowing I feel this way but it's my journey in life and I love her enough to let her go   it will break my heart doing this   but she will better off in the long run   I fully understand your terrible situation I really do I truelly hope things work out for you both subzero</p>",18 Dec  2019 at 9:39 pm,#10,418030,https://community.mssociety.org.uk/comment/418030#comment-418030,subzero,,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/IMG-20191110-WA0000.jpg?itok=FwHzzTp8"">",https://community.mssociety.org.uk/users/subzero,,,
552,"Alexa... Not ms, just for fun!", Q'apla! Can she also order a fresh plate of gagh?  ,<p>Q'apla! Can she also order a fresh plate of gagh? </p>,07 Jan  2020 at 2:28 pm,#23,418554,https://community.mssociety.org.uk/comment/418554#comment-418554,tachikoma,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/IMG_20181221_223259334.jpg?itok=TPimyfKy"">",https://community.mssociety.org.uk/users/tachikoma,,,
553,A brief beginner's guide to the brain and MRI, I did brain and brief neuro-anatomy over 10years ago in my first year at uni. If only they'd explained it as simply as this! Great stuff! ,<p>I did brain and brief neuro-anatomy over 10years ago in my first year at uni. If only they'd explained it as simply as this! Great stuff!</p>,28 Feb  2013 at 9:32 am,#13,190975,https://community.mssociety.org.uk/comment/190975#comment-190975,,,,,,,
554,A brief beginner's guide to the brain and MRI," Made it sticky. Thanks for the post Karen. The functionality for bullet points is a little wanting. Well, it doesn't work, to be honest, so emboldened dashes was the best I could manage.        Stewart (admin) ","<p>Made it sticky. Thanks for the post Karen. The functionality for bullet points is a little wanting. Well, it doesn't work, to be honest, so emboldened dashes was the best I could manage.</p><p></p><p></p><p></p><p>Stewart (admin)</p>",28 Feb  2013 at 9:53 am,#14,190979,https://community.mssociety.org.uk/comment/190979#comment-190979,,,,,,,
555,A brief beginner's guide to the brain and MRI," 
    Me too, only this was 30 years ago. I was told this week that I'd had a small stroke in the white matter and this has clarified things for me. Brilliant explanations, Karen. Thanks! ","<p>
</p><p></p><p>Me too, only this was 30 years ago. I was told this week that I'd had a small stroke in the white matter and this has clarified things for me. Brilliant explanations, Karen. Thanks!</p>",28 Feb  2013 at 10:19 am,#15,190982,https://community.mssociety.org.uk/comment/190982#comment-190982,lapreguiceira,,,https://community.mssociety.org.uk/users/lapreguiceira,,,
556,A brief beginner's guide to the brain and MRI,  Thanks Stewart. Could you do the bullet points in the MRI post too please? (The last one starts with 1.5T...)  Thanks everyone else too - I'm glad it's proving helpful :-)  Kx ,<p> Thanks Stewart. Could you do the bullet points in the MRI post too please? (The last one starts with 1.5T...)</p><p>Thanks everyone else too - I'm glad it's proving helpful :-)</p><p>Kx</p>,28 Feb  2013 at 12:34 pm,#16,191003,https://community.mssociety.org.uk/comment/191003#comment-191003,,,,,,,
557,A brief beginner's guide to the brain and MRI," Well done Karen,and a big thank you for finding the time and energy to word it so well.  I bet I am one of many to get their letters out and go through them to translate them into normal speak.  Pip ","<p>Well done Karen,and a big thank you for finding the time and energy to word it so well.</p><p>I bet I am one of many to get their letters out and go through them to translate them into normal speak.</p><p>Pip</p>",28 Feb  2013 at 2:29 pm,#17,191019,https://community.mssociety.org.uk/comment/191019#comment-191019,,,,,,,
558,A brief beginner's guide to the brain and MRI," Absolutely superb.  Thank you taking the time and effort to do this.  It gives us, less likely to know people, a better knowledge. ","<p>Absolutely superb.</p><p>Thank you taking the time and effort to do this.</p><p>It gives us, less likely to know people, a better knowledge.</p>",28 Feb  2013 at 8:47 pm,#18,191062,https://community.mssociety.org.uk/comment/191062#comment-191062,,,,,,,
559,A brief beginner's guide to the brain and MRI," Fantastic, Thanks. ","<p>Fantastic, Thanks.</p>",01 Mar  2013 at 7:24 pm,#19,191245,https://community.mssociety.org.uk/comment/191245#comment-191245,,,,,,,
560,A brief beginner's guide to the brain and MRI," loverly jubbly Karen just what l needed. 
F.xx ","<p>loverly jubbly Karen just what l needed.<br>
F.xx</p>",02 Mar  2013 at 5:09 am,#20,191272,https://community.mssociety.org.uk/comment/191272#comment-191272,fluffy54,,,https://community.mssociety.org.uk/users/fluffy54,,,
561,Your first symptoms - looking back..," Hmmmm. The first thing that made me go to GP was that my speech was very slurred. I had woken a few days earlier with a lisp which I thought was strange but I honestly thought I had just bitten my tongue in the night. However when I discovered that I couldn't write properly either I was a bit worried. Within 2 days my speech was noticeably slurred and my writing was reduced to spider scrawl and I knew something wasn't right. My GP has always made me feel that I am wasting his time but on that occasion he said he didn't know what had caused this but that I needed an urgent brain scan. Needless to say, I was scared witless as I had thought I was a fairly healthy person until that point!  The only thing that may have caused alarm, now that I know it is MS, was that for a few weeks prior to this I had been waking with a numb hand but I had put that down to sleeping in a funny position. I had had a stiff neck once or twice so I had put that down to sleeping badly too. The only other thing was that I had had a dizzy spell lasting about half an hour about 3 days before the lisp appeared. I did thing I might have to take the day off work because I was having such trouble that morning but it cleared up as suddenly as it had started so I put it down to 'coming down with a virus possibly' and carried on with life.  Even when I found myself in hospital waiting for the MRI, I could've helped the doctors more if I knew what they suspected but they wouldn't tell me anything. As I was fit and well physically, I went for a little wander around the corridors when I was bored. I had no visitors as the hospital was closed due to the norovirus and phone calls were a little tricky due to the awful slurred speech so I often went walkabout. I found myself bouncing off the walls a lot though and just thought that I was more clumsy than usual. If they had asked about my balance and co-ordination, I could've given them another clue because of course, it's something that still happens a lot on a bad day and now I know it's part of the MS.  Hindsight is a wonderful thing, isn't it?  Tracey x ","<p>Hmmmm. The first thing that made me go to GP was that my speech was very slurred. I had woken a few days earlier with a lisp which I thought was strange but I honestly thought I had just bitten my tongue in the night. However when I discovered that I couldn't write properly either I was a bit worried. Within 2 days my speech was noticeably slurred and my writing was reduced to spider scrawl and I knew something wasn't right. My GP has always made me feel that I am wasting his time but on that occasion he said he didn't know what had caused this but that I needed an urgent brain scan. Needless to say, I was scared witless as I had thought I was a fairly healthy person until that point!</p><p>The only thing that may have caused alarm, now that I know it is MS, was that for a few weeks prior to this I had been waking with a numb hand but I had put that down to sleeping in a funny position. I had had a stiff neck once or twice so I had put that down to sleeping badly too. The only other thing was that I had had a dizzy spell lasting about half an hour about 3 days before the lisp appeared. I did thing I might have to take the day off work because I was having such trouble that morning but it cleared up as suddenly as it had started so I put it down to 'coming down with a virus possibly' and carried on with life.</p><p>Even when I found myself in hospital waiting for the MRI, I could've helped the doctors more if I knew what they suspected but they wouldn't tell me anything. As I was fit and well physically, I went for a little wander around the corridors when I was bored. I had no visitors as the hospital was closed due to the norovirus and phone calls were a little tricky due to the awful slurred speech so I often went walkabout. I found myself bouncing off the walls a lot though and just thought that I was more clumsy than usual. If they had asked about my balance and co-ordination, I could've given them another clue because of course, it's something that still happens a lot on a bad day and now I know it's part of the MS.</p><p>Hindsight is a wonderful thing, isn't it?</p><p>Tracey x</p>",08 Oct  2015 at 2:40 pm,#31,311788,https://community.mssociety.org.uk/comment/311788#comment-311788,elmo,I have MS,"<img src=""https://community.mssociety.org.uk/sites/default/files/styles/ms_user_myhomepage/public/elmopotty_icon%201_3.jpg?itok=1yET-OOe"">",https://community.mssociety.org.uk/users/elmo,,,
